Route_Number,Reason,Boro,Boro Code,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
K1631,Other,Brooklyn,,LOGAN BUS COMPANY INC.,31.00,20,Running Late
BX13,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,0.00,13,Running Late
Q2906,Other,Queens,QS,ALLIED TRANSIT CORP.,16.00,12,Running Late
K275,Heavy Traffic,Brooklyn,,EMPIRE CHARTER SERVICE INC,16.00,12,Running Late
JSN4,Heavy Traffic,Queens,QS,I & Y TRANSIT CORP,16.00,15,Running Late
UCP5,Other,Brooklyn,,PHILLIPS BUS SERVICE,16.00,18,Running Late
K381,Other,Brooklyn,,EMPIRE CHARTER SERVICE INC,16.00,12,Running Late
X349,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,13,Running Late
X189,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,12,Running Late
X357,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,11,Running Late
X2094,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,40,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
UP-11,Other,Brooklyn,,PHILLIPS BUS SERVICE,31.00,20,Running Late
UCP-5,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,31.00,24,Running Late
UCP-6,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,31.00,15,Running Late
BX-08,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,46.00,20,Running Late
BX-20,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,46.00,21,Running Late
0108Z,Heavy Traffic,Brooklyn,,L & M BUS CORP.,31.00,12,Running Late
X027,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
X2370,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,35,Running Late
Q2937,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,26,Running Late
UCP3,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,0.00,12,Running Late
K8589,Heavy Traffic,Brooklyn,,QUALITY TRANSPORTATION CORP.,46.00,16,Running Late
K1433,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
K1435,Other,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
X2247,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,15,Running Late
K1406,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
Q2966,Other,Queens,QS,ALLIED TRANSIT CORP.,16.00,21,Running Late
Q2948,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,22,Running Late
Q3114,Other,Queens,QS,EMPIRE STATE BUS CORP.,16.00,25,Running Late
Q010,Heavy Traffic,Queens,QS,PRIDE TRANSPORTATION (SCH AGE),61.00,12,Running Late
X160,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
M114,Heavy Traffic,Manhattan,MA,FIRST STEPS TRANS INC. (B2192),16.00,12,Running Late
0112A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,46.00,15,Running Late
PF4,Other,Queens,QS,ALINA SERVICES CORP.,0.00,12,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,12,Running Late
X2056,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,40,Running Late
RT5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
K9141,Late return from Field Trip,Brooklyn,,SNT BUS INC,16.00,20,Running Late
BX08,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,12,Running Late
BX13,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,11,Running Late
RT#02,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,14,Running Late
X357,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,15,Running Late
X9031,Delayed by School,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
X9087,Delayed by School,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,14,Running Late
UCP3,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,31.00,12,Running Late
X2257,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,12,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,19,Running Late
X2022,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,16,Running Late
X2216,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,23,Running Late
X2125,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,33,Running Late
X097,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
Q2936,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,12,Running Late
6,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
K1411,Other,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
X155,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,14,Running Late
X357,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,11,Running Late
X160,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
X349,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,15,Running Late
X092,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,11,Running Late
X2091,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,35,Running Late
PF4,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,0.00,14,Running Late
FB5,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,0.00,14,Running Late
0112A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,31.00,14,Running Late
BX11,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,12,Running Late
FH3,Other,Queens,QS,ALINA SERVICES CORP.,16.00,19,Running Late
X137,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,18,Running Late
K062,Heavy Traffic,Brooklyn,,PRIDE TRANSPORTATION (SCH AGE),31.00,13,Running Late
K275,Heavy Traffic,Brooklyn,,EMPIRE CHARTER SERVICE INC,16.00,11,Running Late
K8589,Heavy Traffic,Brooklyn,,QUALITY TRANSPORTATION CORP.,46.00,17,Running Late
BX20,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,31.00,12,Running Late
B 05,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",0.00,12,Running Late
0114A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,0.00,12,Running Late
K219,Late return from Field Trip,Brooklyn,,"BORO TRANSIT, INC.",16.00,22,Running Late
HG#5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,12,Running Late
3607A,Other,Brooklyn,,L & M BUS CORP.,31.00,12,Running Late
Q9959,Late return from Field Trip,Queens,QS,ALLIED TRANSIT CORP.,16.00,25,Running Late
K9833,Other,Brooklyn,,JOFAZ TRANSPORTATION INC.,46.00,51,Running Late
BX17,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,22,Running Late
BX09,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,12,Running Late
VC1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",31.00,15,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,16,Running Late
7,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,11,Running Late
BX13,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,12,Running Late
K1425,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
K1430,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,11,Running Late
RT6B,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",0.00,14,Running Late
X2030,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,30,Running Late
N100,Heavy Traffic,Nassau County,NAC,NYC SCHOOL BUS UMBRELLA SERVICES,31.00,15,Running Late
Q2905,Heavy Traffic,Queens,QS,EMPIRE STATE BUS CORP.,16.00,12,Running Late
3601Z,Other,Brooklyn,,L & M BUS CORP.,46.00,12,Running Late
X160,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,14,Running Late
X349,Problem Run,Brooklyn,,VAN TRANS LLC (B2192),0.00,12,Running Late
PF4,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,16.00,20,Running Late
FB5,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,16.00,20,Running Late
PF5,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,16.00,19,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,14,Running Late
GV003,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
X148,Other,Brooklyn,,VAN TRANS LLC (B2192),46.00,12,Running Late
3316Z,Heavy Traffic,Brooklyn,,L & M BUS CORP.,16.00,12,Running Late
3315A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,0.00,13,Running Late
BX06,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,31.00,20,Running Late
B0916A,Problem Run,Brooklyn,,L & M BUS CORP.,16.00,13,Running Late
X262,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,12,Running Late
X160,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,13,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
K1427,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,18,Running Late
X081,Problem Run,Brooklyn,,VAN TRANS LLC (B2192),46.00,11,Running Late
Q005,Other,Queens,QS,ALLIED TRANSIT CORP.,16.00,11,Running Late
X2144,Accident,Brooklyn,,PIONEER TRANSPORTATION CORP,31.00,26,Running Late
M1196,Accident,Manhattan,MA,SNT BUS INC,16.00,15,Running Late
Q2914,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,16,Running Late
K#2,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,18,Running Late
K1433,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,21,Running Late
5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,14,Running Late
X9116,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,11,Running Late
K145,Heavy Traffic,Brooklyn,,PRIDE TRANSPORTATION (SCH AGE),61.00,15,Running Late
Q2906,Other,Queens,QS,ALLIED TRANSIT CORP.,16.00,22,Running Late
K1429,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,15,Running Late
K1410,Other,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
X160,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,15,Running Late
X349,Problem Run,Brooklyn,,VAN TRANS LLC (B2192),31.00,14,Running Late
HK1,Heavy Traffic,Brooklyn,,ANOTHER RIDE INC.,0.00,12,Running Late
Q2902,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,11,Running Late
Q949,Heavy Traffic,Queens,QS,HOYT TRANSPORTATION CORP.,16.00,12,Running Late
K110,Heavy Traffic,Brooklyn,,"BORO TRANSIT, INC.",16.00,11,Running Late
3311A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,16.00,13,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",0.00,12,Running Late
M31,Accident,Brooklyn,,PHILLIPS BUS SERVICE,31.00,12,Running Late
X081,Problem Run,Brooklyn,,VAN TRANS LLC (B2192),16.00,15,Running Late
2,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",0.00,12,Running Late
X084,Other,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
K9005,Late return from Field Trip,Brooklyn,,"BORO TRANSIT, INC.",16.00,25,Running Late
3314Z,Heavy Traffic,Brooklyn,,L & M BUS CORP.,16.00,14,Running Late
3312Z,Other,Brooklyn,,L & M BUS CORP.,16.00,15,Running Late
K1967,Late return from Field Trip,Brooklyn,,ALL AMERICAN SCHOOL BUS CORP.,16.00,33,Running Late
K1429,Other,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
GVC.01,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,13,Running Late
B0243Z,Heavy Traffic,Brooklyn,,L & M BUS CORP.,31.00,12,Running Late
K199,Heavy Traffic,Brooklyn,,EMPIRE CHARTER SERVICE INC,16.00,12,Running Late
3402A,Other,Brooklyn,,L & M BUS CORP.,31.00,11,Running Late
BX-13,Other,Brooklyn,,PHILLIPS BUS SERVICE,46.00,30,Running Late
BX-12,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,46.00,23,Running Late
KN-05,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,31.00,21,Running Late
KN-02,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,16.00,17,Running Late
X279,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),31.00,12,Running Late
X2075,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,40,Running Late
X189,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),31.00,16,Running Late
FB1,Other,Queens,QS,ALINA SERVICES CORP.,0.00,20,Running Late
FB2,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,0.00,15,Running Late
Q9964,Late return from Field Trip,Queens,QS,ALLIED TRANSIT CORP.,46.00,40,Running Late
GV.001,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,13,Running Late
M1330,Mechanical Problem,Manhattan,MA,SNT BUS INC,31.00,18,Running Late
ES#3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,12,Running Late
Q018,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,12,Running Late
X370,Delayed by School,Brooklyn,,VAN TRANS LLC (B2192),61.00,14,Running Late
X137,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,18,Running Late
X160,Problem Run,Brooklyn,,VAN TRANS LLC (B2192),0.00,12,Running Late
Q3372,Heavy Traffic,Queens,QS,PRIDE TRANSPORTATION (SCH AGE),61.00,17,Running Late
NYC1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,13,Running Late
BX12,Other,Brooklyn,,PHILLIPS BUS SERVICE,31.00,12,Running Late
Q2902,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,15,Running Late
X155,Weather Conditions,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
Q2906,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,15,Running Late
B1102A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,31.00,14,Running Late
X160,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,15,Running Late
9,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
M1027,Other,Manhattan,MA,SNT BUS INC,16.00,28,Running Late
NYC1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,12,Running Late
X9177,Other,Brooklyn,,LOGAN TRANSPORTATION SYSTEMS,46.00,22,Running Late
X231,Weather Conditions,Brooklyn,,VAN TRANS LLC (B2192),0.00,11,Running Late
BX01,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,12,Running Late
BX12,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,13,Running Late
RT02,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",0.00,19,Running Late
X349,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),31.00,13,Running Late
VOA#1,Other,Brooklyn,,"G.V.C., LTD.",16.00,25,Running Late
Q949,Heavy Traffic,Queens,QS,HOYT TRANSPORTATION CORP.,46.00,11,Running Late
Q2906,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,31.00,15,Running Late
K567,Weather Conditions,Brooklyn,,PRIDE TRANSPORTATION (SCH AGE),16.00,13,Running Late
X353,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),31.00,16,Running Late
FB5,Weather Conditions,Queens,QS,ALINA SERVICES CORP.,0.00,20,Running Late
X155,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,16,Running Late
K140,Late return from Field Trip,Brooklyn,,EMPIRE CHARTER SERVICE INC,31.00,25,Running Late
K034,Late return from Field Trip,Brooklyn,,ALLIED TRANSIT CORP.,31.00,26,Running Late
X255,Other,Brooklyn,,VAN TRANS LLC (B2192),0.00,11,Running Late
H1,Other,Brooklyn,,ANOTHER RIDE INC.,31.00,13,Running Late
RT4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
K1437,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
K1422,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,11,Running Late
B0912A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,16.00,14,Running Late
B0916A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,46.00,15,Running Late
X167,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,15,Running Late
X278,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,14,Running Late
X264,Problem Run,Brooklyn,,VAN TRANS LLC (B2192),31.00,15,Running Late
X2138,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
TR.2,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",0.00,12,Running Late
X137,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,15,Running Late
ME1,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",0.00,16,Running Late
UCP10,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,31.00,12,Running Late
UP2A,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,31.00,12,Running Late
2,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,18,Running Late
K9911,Late return from Field Trip,Brooklyn,,ALL AMERICAN SCHOOL BUS CORP.,16.00,33,Running Late
K668,Heavy Traffic,Brooklyn,,CAREFUL BUS,16.00,13,Running Late
X163,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,12,Running Late
B0201A,Other,Brooklyn,,L & M BUS CORP.,31.00,18,Running Late
K145,Heavy Traffic,Brooklyn,,PRIDE TRANSPORTATION (SCH AGE),61.00,19,Running Late
2,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,11,Running Late
PF4,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,16.00,20,Running Late
FB5,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,16.00,20,Running Late
SP1,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,0.00,11,Running Late
HB3,Heavy Traffic,Brooklyn,,"DON THOMAS BUSES, INC.",46.00,12,Running Late
Q2844,Problem Run,Queens,QS,JOFAZ TRANSPORTATION INC.,61.00,60,Running Late
X349,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),61.00,12,Running Late
Q3372,Heavy Traffic,Queens,QS,PRIDE TRANSPORTATION (SCH AGE),46.00,25,Running Late
X341,Delayed by School,Brooklyn,,VAN TRANS LLC (B2192),16.00,16,Running Late
X353,Other,Brooklyn,,VAN TRANS LLC (B2192),31.00,12,Running Late
X183,Delayed by School,Brooklyn,,VAN TRANS LLC (B2192),16.00,12,Running Late
Q2906,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,33,Running Late
3,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
Q2905,Other,Queens,QS,EMPIRE STATE BUS CORP.,16.00,12,Running Late
K1435,Other,Brooklyn,,ALLIED TRANSIT CORP.,16.00,15,Running Late
X160,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,13,Running Late
X357,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
SP1,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,0.00,11,Running Late
K110,Heavy Traffic,Brooklyn,,"BORO TRANSIT, INC.",16.00,11,Running Late
X2309,Heavy Traffic,Brooklyn,,"GRANDPA`S BUS CO., INC.",46.00,12,Running Late
N442,Heavy Traffic,Nassau County,NAC,HOYT TRANSPORTATION CORP.,0.00,12,Running Late
M1496,Heavy Traffic,Manhattan,MA,SNT BUS INC,0.00,13,Running Late
X349,Other,Brooklyn,,VAN TRANS LLC (B2192),0.00,14,Running Late
K972,Mechanical Problem,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),46.00,12,Running Late
X2125,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,23,Running Late
K611,Heavy Traffic,Brooklyn,,CAREFUL BUS,16.00,12,Running Late
X156,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,11,Running Late
X231,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
X9080,Mechanical Problem,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,13,Running Late
X349,Delayed by School,Brooklyn,,VAN TRANS LLC (B2192),0.00,11,Running Late
X155,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
K135,Heavy Traffic,Brooklyn,,PRIDE TRANSPORTATION (SCH AGE),61.00,11,Running Late
M010,Other,Manhattan,MA,"BORO TRANSIT, INC.",16.00,12,Running Late
X349,Delayed by School,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
X115,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
SS#5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
X160,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,16,Running Late
3312A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,31.00,14,Running Late
FB5,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,0.00,15,Running Late
N104,Heavy Traffic,Nassau County,NAC,NYC SCHOOL BUS UMBRELLA SERVICES,31.00,11,Running Late
K110,Heavy Traffic,Brooklyn,,"BORO TRANSIT, INC.",46.00,11,Running Late
X257,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
3313Z,Delayed by School,Brooklyn,,L & M BUS CORP.,31.00,15,Running Late
B1108Z,Delayed by School,Brooklyn,,L & M BUS CORP.,61.00,14,Running Late
X351,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,16,Running Late
X097,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,12,Running Late
X2056,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,40,Running Late
X9056,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,31.00,25,Running Late
Q2948,Other,Queens,QS,ALLIED TRANSIT CORP.,16.00,12,Running Late
X2216,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,23,Running Late
X124,Other,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,12,Running Late
SS#5,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,13,Running Late
3103A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,46.00,20,Running Late
FB5,Heavy Traffic,Queens,QS,ALINA SERVICES CORP.,0.00,17,Running Late
K971,Heavy Traffic,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,13,Running Late
Q2937,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,16.00,22,Running Late
X027,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,13,Running Late
X9315,Late return from Field Trip,Brooklyn,,BOBBY`S BUS CO. INC.,31.00,25,Running Late
K9560,Late return from Field Trip,Brooklyn,,ALL AMERICAN SCHOOL BUS CORP.,16.00,33,Running Late
Q3114,Heavy Traffic,Queens,QS,EMPIRE STATE BUS CORP.,16.00,12,Running Late
K971,Heavy Traffic,Brooklyn,,CAREFUL BUS SERVICE INC (B2192),16.00,12,Running Late
N282,Heavy Traffic,Nassau County,NAC,NYC SCHOOL BUS UMBRELLA SERVICES,31.00,11,Running Late
K2170,Delayed by School,Brooklyn,,SNT BUS INC,31.00,28,Running Late
X2280,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,20,Running Late
X357,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
K145,Heavy Traffic,Brooklyn,,PRIDE TRANSPORTATION (SCH AGE),61.00,17,Running Late
3604A,Other,Brooklyn,,L & M BUS CORP.,61.00,14,Running Late
X027,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
X349,Problem Run,Brooklyn,,VAN TRANS LLC (B2192),0.00,13,Running Late
X152,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,11,Running Late
K1432,Heavy Traffic,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
X189,Problem Run,Brooklyn,,VAN TRANS LLC (B2192),0.00,11,Running Late
Q003,Heavy Traffic,Queens,QS,EMPIRE CHARTER SERVICE INC,16.00,12,Running Late
X027,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,16,Running Late
K648,Heavy Traffic,Brooklyn,,PRIDE TRANSPORTATION (SCH AGE),61.00,17,Running Late
X255,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,15,Running Late
B0224A,Heavy Traffic,Brooklyn,,L & M BUS CORP.,16.00,11,Running Late
1,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",31.00,12,Running Late
M1175,Heavy Traffic,Manhattan,MA,SNT BUS INC,0.00,11,Running Late
X2169,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,14,Running Late
Q057,Heavy Traffic,Queens,QS,NYC SCHOOL BUS UMBRELLA SERVICES,31.00,12,Running Late
X027,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),0.00,15,Running Late
4,Heavy Traffic,Brooklyn,,"G.V.C., LTD.",16.00,12,Running Late
X072,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,0.00,11,Running Late
3407Z,Delayed by School,Brooklyn,,L & M BUS CORP.,31.00,14,Running Late
3313Z,Heavy Traffic,Brooklyn,,L & M BUS CORP.,46.00,15,Running Late
X160,Other,Brooklyn,,VAN TRANS LLC (B2192),31.00,15,Running Late
X354,Other,Brooklyn,,VAN TRANS LLC (B2192),31.00,14,Running Late
X257,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,11,Running Late
X347,Heavy Traffic,Brooklyn,,VAN TRANS LLC (B2192),16.00,13,Running Late
X9056,Heavy Traffic,Brooklyn,,PIONEER TRANSPORTATION CORP,16.00,15,Running Late
B0912A,Other,Brooklyn,,L & M BUS CORP.,31.00,12,Running Late
K062,Heavy Traffic,Brooklyn,,PRIDE TRANSPORTATION (SCH AGE),61.00,12,Running Late
K1429,Other,Brooklyn,,ALLIED TRANSIT CORP.,16.00,12,Running Late
K1409,Other,Brooklyn,,ALLIED TRANSIT CORP.,16.00,11,Running Late
UCP2,Heavy Traffic,Brooklyn,,PHILLIPS BUS SERVICE,16.00,12,Running Late
Q038,Accident,Queens,QS,PRIDE TRANSPORTATION (SCH AGE),61.00,13,Running Late
